NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
581,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202604,28,47000,-,12,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
582,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202604,28,50000,-,9,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,-
583,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,28,45900,-,17,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
584,경기도 수원시 영통구 영통동,973-3,973,3,벽적골두산,59.84,202604,28,42500,-,5,개인,법인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
585,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,28,41000,-,12,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
586,경기도 수원시 영통구 영통동,968,968,0,신나무실신명,84.9,202604,28,65750,-,5,개인,개인,1997,봉영로1517번길 76,-,중개거래,경기 수원시 영통구,-
587,경기도 수원시 영통구 영통동,957-6,957,6,영통에듀파크(331동~337동),84.96,202604,28,86900,-,10,개인,개인,1997,청명로 132,-,중개거래,"경기 수원시 영통구, 경기 화성시 병점구",-
588,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,59.965,202604,28,42000,524,14,개인,개인,1997,매영로310번길 12,-,중개거래,경기 수원시 영통구,26.05.22
589,경기도 수원시 영통구 이의동,1326,1326,0,광교e편한세상,119.7187,202604,28,203000,-,7,개인,개인,2012,센트럴타운로 76,-,중개거래,경기 수원시 영통구,-
590,경기도 수원시 영통구 이의동,1303,1303,0,오드카운티,121.9758,202604,28,146700,-,15,개인,개인,2012,센트럴파크로 100,-,중개거래,경기 수원시 영통구,-
591,경기도 수원시 영통구 이의동,1344,1344,0,자연앤힐스테이트,84.49,202604,28,185000,-,21,개인,개인,2012,도청로 65,-,중개거래,경기 수원시 영통구,-
592,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,84.9688,202604,28,61500,-,5,개인,개인,2001,태장로82번길 32,-,중개거래,경기 수원시 영통구,-
593,경기도 수원시 영통구 망포동,691,691,0,망포마을쌍용1차,124.571,202604,28,70000,-,4,개인,개인,2002,영통로173번길 37,-,중개거래,경기 수원시 영통구,-
594,경기도 수원시 영통구 망포동,800,800,0,영통자이,75.2839,202604,28,74500,-,20,개인,개인,2022,영통로89번길 83,-,중개거래,경기 수원시 영통구,-
595,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,99.3154,202604,28,40000,114,21,개인,개인,2001,태장로82번길 32,-,직거래,-,26.04.29
596,경기도 수원시 영통구 망포동,726,726,0,e편한세상영통2차(1단지),59.9135,202604,28,59600,-,5,개인,개인,2016,봉영로 1410-17,-,중개거래,경기 수원시 영통구,-
597,경기도 수원시 영통구 망포동,723,723,0,한양수자인,59.9617,202604,28,76500,105,12,개인,개인,2013,영통로154번길 56,-,중개거래,경기 수원시 영통구,26.05.21
598,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7807,202604,28,76000,-,5,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
599,경기도 수원시 영통구 매탄동,810-2,810,2,동남,49.68,202604,28,25200,-,15,개인,개인,1989,동수원로 432,-,중개거래,경기 수원시 영통구,-
600,경기도 수원시 영통구 매탄동,1211-1,1211,1,금성5,111.42,202604,28,63000,-,1,개인,개인,1993,동탄원천로 1089,-,중개거래,경기 수원시 영통구,-
601,경기도 수원시 영통구 매탄동,810,810,0,삼성2,84.87,202604,28,43500,-,4,개인,개인,1989,매영로 10,-,중개거래,경기 수원시 영통구,-
602,경기도 수원시 영통구 매탄동,1209,1209,0,e-편한세상,84.9675,202604,28,74000,-,5,개인,개인,2010,매봉로 20,-,중개거래,경기 수원시 영통구,-
603,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,67.13,202604,28,32000,-,2,개인,개인,1988,인계로 219,-,중개거래,경기 수원시 영통구,-
604,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,45.88,202604,28,37500,-,5,개인,개인,2002,동탄원천로881번길 35,-,중개거래,경기 수원시 영통구,-
605,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,28,43500,-,14,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
606,경기도 수원시 영통구 영통동,957-6,957,6,영통에듀파크(331동~337동),84.96,202604,28,86900,-,10,개인,개인,1997,청명로 132,20260522,중개거래,"경기 수원시 영통구, 경기 화성시 병점구",-
607,경기도 수원시 영통구 영통동,1047-1,1047,1,건영1차,134.81,202604,28,83500,-,8,개인,개인,1999,청명로 100,-,중개거래,경기 수원시 영통구,-
608,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202604,28,47500,-,14,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
609,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,28,40700,-,3,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
610,경기도 수원시 영통구 영통동,987-1,987,1,영통e-편한세상,84.98,202604,28,58000,-,4,개인,개인,2007,영통로200번길 239,-,중개거래,"경기 수원시 영통구, 경기 화성시 동탄구",-
611,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,49.76,202604,28,42000,-,19,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,-
612,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,59.99,202604,28,44300,-,18,개인,개인,1997,영통로290번길 26,-,중개거래,경기 수원시 영통구,-
613,경기도 수원시 영통구 망포동,790,790,0,영통아이파크캐슬3단지,84.73,202604,28,97000,-,5,개인,개인,2022,망포로84번길 10,-,중개거래,경기 수원시 영통구,-
614,경기도 수원시 영통구 망포동,702,702,0,쌍용스윗닷홈2차,84.8867,202604,28,40000,-,10,개인,개인,2004,태장로54번길 122,-,중개거래,경기 수원시 영통구,-
615,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,59.9845,202604,27,57000,-,2,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
616,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,84.9688,202604,27,60000,-,8,개인,개인,2001,태장로82번길 32,-,중개거래,경기 수원시 영통구,-
617,경기도 수원시 영통구 망포동,700,700,0,망포쌍용에듀파크,59.9067,202604,27,39700,-,11,개인,개인,2004,태장로7번길 38,-,중개거래,경기 수원시 영통구,-
618,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,84.69,202604,27,97000,-,16,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,-
619,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,49.71,202604,27,48000,-,19,개인,개인,2002,덕영대로1555번길 20,-,중개거래,경기 수원시 영통구,-
620,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202604,27,55000,-,15,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
621,경기도 수원시 영통구 영통동,987-1,987,1,영통e-편한세상,84.98,202604,27,52500,-,2,개인,개인,2007,영통로200번길 239,-,중개거래,경기 수원시 영통구,-
622,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,59.96,202604,27,56500,-,5,개인,개인,2002,덕영대로1555번길 20,-,중개거래,경기 수원시 영통구,-
623,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,49.59,202604,27,30000,-,3,개인,개인,1997,영통로290번길 26,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",-
624,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202604,27,49900,-,7,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
625,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,44.45,202604,27,26000,1,6,개인,개인,1988,인계로 219,-,직거래,-,26.05.11
626,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,59.9845,202604,27,64500,-,9,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
627,경기도 수원시 영통구 망포동,488,488,0,늘푸른벽산,84.925,202604,27,55000,-,4,개인,개인,2000,영통로90번길 4-27,-,중개거래,경기 수원시 영통구,-
628,경기도 수원시 영통구 망포동,488,488,0,늘푸른벽산,84.925,202604,27,53700,-,2,개인,개인,2000,영통로90번길 4-27,-,중개거래,경기 수원시 영통구,-
629,경기도 수원시 영통구 망포동,488,488,0,늘푸른벽산,114.954,202604,27,55800,-,6,개인,개인,2000,영통로90번길 4-27,-,중개거래,경기 수원시 영통구,-
630,경기도 수원시 영통구 이의동,1226,1226,0,광교 해모로 아파트,84.86,202604,27,75000,-,10,개인,개인,2011,광교로 286,-,중개거래,경기 수원시 영통구,-
631,경기도 수원시 영통구 신동,939,939,0,래미안영통마크원1단지,84.94,202604,27,80000,102,8,개인,개인,2013,권선로908번길 72,-,중개거래,경기 수원시 영통구,26.05.22
632,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202604,27,89500,4015,21,개인,개인,2013,광교마을로 156,-,중개거래,경기 수원시 영통구,26.04.29
633,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,49.94,202604,27,44000,-,4,개인,개인,1993,동탄원천로1109번길 42,-,중개거래,경기 수원시 영통구,-
634,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202604,27,56000,-,15,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
635,경기도 수원시 영통구 원천동,593,593,0,광교아이파크,90.9452,202604,26,160500,-,42,개인,개인,2018,광교호수공원로 80,-,중개거래,경기 수원시 영통구,-
636,경기도 수원시 영통구 이의동,1182,1182,0,광교대광로제비앙,84.5282,202604,25,70700,-,2,개인,개인,2012,웰빙타운로 106,-,중개거래,경기 수원시 영통구,-
637,경기도 수원시 영통구 망포동,717,717,0,삼정라츠,84.8542,202604,25,30000,101,5,개인,개인,2008,영통로90번길 4-22,-,중개거래,경기 용인시 수지구,26.05.12
638,경기도 수원시 영통구 매탄동,1162,1162,0,임광,73.91,202604,25,40000,-,15,개인,개인,1990,동수원로 316,-,중개거래,경기 수원시 영통구,-
639,경기도 수원시 영통구 매탄동,810-4,810,4,성일,49.68,202604,25,28000,-,11,개인,개인,1989,인계로 239,-,중개거래,경기 수원시 영통구,-
640,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7807,202604,25,52000,-,22,개인,개인,2008,효원로 363,-,직거래,-,-
641,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.818,202604,25,72500,-,5,개인,개인,2008,효원로 363,-,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",-
642,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202604,25,39000,-,8,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,-
643,경기도 수원시 영통구 영통동,966-2,966,2,신나무실건영,134.81,202604,25,100000,-,13,개인,개인,2000,매영로 346,-,중개거래,경기 수원시 권선구,-
644,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,49.76,202604,25,40800,-,12,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,-
645,경기도 수원시 영통구 하동,1032,1032,0,광교모아엘가레이크파크,59.73,202604,25,82000,-,7,개인,개인,2014,광교호수로152번길 80,-,중개거래,"경기 수원시 영통구, 경기 용인시 기흥구",-
646,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,97.406,202604,25,155000,-,30,개인,개인,2018,센트럴파크로 6,-,중개거래,경기 수원시 영통구,-
647,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202604,25,90500,-,21,개인,개인,2013,광교마을로 156,-,중개거래,"경기 수원시 영통구, 경기 용인시 수지구",-
648,경기도 수원시 영통구 이의동,1344,1344,0,자연앤힐스테이트,84.68,202604,25,188000,-,12,개인,개인,2012,도청로 65,-,중개거래,"경기 수원시 영통구, 경기 용인시 수지구",-
649,경기도 수원시 영통구 이의동,1326,1326,0,광교e편한세상,101.9421,202604,25,195500,-,31,개인,개인,2012,센트럴타운로 76,-,중개거래,경기 수원시 영통구,-
650,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,59.5477,202604,25,74900,-,2,개인,개인,2015,대학3로 55,-,중개거래,경기 수원시 영통구,-
651,경기도 수원시 영통구 이의동,1331,1331,0,광교푸르지오월드마크,84.916,202604,25,150000,-,28,개인,개인,2015,센트럴타운로 107,-,중개거래,경기 수원시 영통구,-
652,경기도 수원시 영통구 이의동,1200,1200,0,광교2차e편한세상,84.9175,202604,25,108000,-,4,개인,개인,2011,웰빙타운로 50,-,중개거래,경기 수원시 영통구,-
653,경기도 수원시 영통구 원천동,628,628,0,영흥숲푸르지오파크비엔,84.9957,202604,25,90000,-,3,개인,개인,2023,영흥숲길 50,-,중개거래,경기 수원시 영통구,-
654,경기도 수원시 영통구 원천동,589,589,0,광교중흥에스클래스,109.5277,202604,25,244000,-,44,개인,개인,2019,광교호수공원로 277,-,중개거래,경기 수원시 영통구,-
655,경기도 수원시 영통구 원천동,589,589,0,광교중흥에스클래스,109.5277,202604,25,210000,-,8,개인,개인,2019,광교호수공원로 277,-,중개거래,경기 수원시 영통구,-
656,경기도 수원시 영통구 원천동,593,593,0,광교아이파크,90.9452,202604,25,156000,-,14,개인,개인,2018,광교호수공원로 80,-,중개거래,경기 수원시 영통구,-
657,경기도 수원시 영통구 이의동,1344,1344,0,자연앤힐스테이트,84.5,202604,24,185000,-,34,개인,개인,2012,도청로 65,-,중개거래,경기 수원시 영통구,-
658,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,38.16,202604,24,33000,-,2,개인,개인,2002,덕영대로1555번길 20,-,중개거래,"경기 수원시 영통구, 서울 강남구",-
659,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202604,24,47000,-,18,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
660,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),49.76,202604,24,42000,-,12,개인,개인,1997,청명북로 81,-,중개거래,경기 수원시 영통구,-
661,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,59.965,202604,24,43000,-,10,개인,개인,1997,매영로310번길 12,-,중개거래,경기 수원시 영통구,-
662,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202604,24,45000,-,1,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
663,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202604,24,37800,-,1,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,-
664,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202604,24,48300,-,18,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,-
665,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,59.8,202604,24,50000,-,9,개인,개인,1999,중부대로448번길 28,-,중개거래,경기 수원시 영통구,-
666,경기도 수원시 영통구 원천동,35,35,0,주공,49.94,202604,24,41000,-,14,개인,개인,1987,중부대로271번길 27-9,-,중개거래,경기 수원시 영통구,-
667,경기도 수원시 영통구 원천동,35,35,0,주공,41.3,202604,24,30000,108,7,개인,개인,1987,중부대로271번길 27-9,-,직거래,-,26.05.15
668,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,49.95,202604,24,32000,206,4,개인,개인,1999,중부대로448번길 28,-,중개거래,경기 수원시 영통구,26.05.14
669,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,49.26,202604,24,40000,-,16,개인,개인,1999,봉영로1517번길 27,-,직거래,-,-
670,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,24,38100,-,13,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
671,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,24,39800,-,15,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
672,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202604,24,45000,-,11,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
673,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,59.648,202604,24,58500,-,13,개인,개인,2006,권광로260번길 36,-,중개거래,경기 수원시 영통구,-
674,경기도 수원시 영통구 매탄동,1274,1274,0,우남퍼스트빌,101.945,202604,24,62000,-,10,개인,개인,2002,매탄로 82,-,중개거래,경기 수원시 영통구,-
675,경기도 수원시 영통구 매탄동,1217,1217,0,한국2,72.84,202604,24,38000,-,1,개인,개인,1993,매영로 84,-,직거래,-,-
676,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,72.9079,202604,24,71000,-,19,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
677,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,103.6419,202604,24,82000,-,16,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
678,경기도 수원시 영통구 매탄동,810,810,0,삼성2,74.4,202604,24,26000,-,5,개인,개인,1989,매영로 10,-,중개거래,경기 수원시 영통구,-
679,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,84.975,202604,24,63500,-,18,개인,개인,2006,권광로260번길 36,-,중개거래,경기 수원시 영통구,-
680,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,49.94,202604,24,46000,-,10,개인,개인,1992,동탄원천로1109번길 42,-,중개거래,경기 수원시 영통구,-
681,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7807,202604,24,76500,-,20,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
682,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,49.95,202604,24,30000,-,4,개인,개인,1999,매영로 132,-,중개거래,경기 수원시 영통구,-
683,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,103.4857,202604,24,80000,-,10,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
684,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7807,202604,24,71500,109,12,개인,개인,2008,효원로 363,-,직거래,-,26.05.07
685,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,45.88,202604,24,35000,-,12,개인,개인,2002,동탄원천로881번길 35,-,중개거래,경기 수원시 영통구,-
686,경기도 수원시 영통구 영통동,973-3,973,3,벽적골우성,59.84,202604,24,48000,-,11,개인,개인,1998,영통로 232,-,중개거래,경기 수원시 영통구,-
687,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,59.965,202604,24,41000,-,11,개인,개인,1997,매영로310번길 12,-,중개거래,경기 수원시 영통구,-
688,경기도 수원시 영통구 망포동,693,693,0,망포역아이파크,101.939,202604,24,70000,-,17,개인,개인,2002,영통로200번길 20,-,중개거래,경기 수원시 영통구,-
689,경기도 수원시 영통구 망포동,718,718,0,센트럴하이츠,136.9747,202604,24,70000,306,5,개인,개인,2010,영통로154번길 51-16,-,직거래,-,26.04.27
690,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,97.5548,202604,24,165000,-,11,개인,개인,2018,센트럴파크로 6,-,중개거래,경기 수원시 영통구,-
691,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202604,24,47000,-,18,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
692,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202604,24,53000,-,5,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,-
693,경기도 수원시 영통구 망포동,800,800,0,영통자이,59.9614,202604,23,63800,-,14,개인,개인,2022,영통로89번길 83,-,중개거래,경기 수원시 영통구,-
694,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.818,202604,23,73000,-,12,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
695,경기도 수원시 영통구 매탄동,1277,1277,0,주공그린빌3,84.45,202604,23,50200,-,20,개인,개인,2002,동탄원천로915번길 36,-,중개거래,"경기 수원시 권선구, 경기 수원시 영통구",-
696,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.818,202604,23,74500,-,19,개인,개인,2008,효원로 363,-,중개거래,"경기 수원시 영통구, 서울 서초구",-
697,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7807,202604,23,79000,-,6,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
698,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,103.4857,202604,23,84000,113,15,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,26.05.07
699,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202604,23,50000,-,12,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
700,경기도 수원시 영통구 영통동,973-3,973,3,벽적골우성,59.73,202604,23,46000,821,8,개인,개인,1998,영통로 232,-,중개거래,경기 수원시 영통구,26.05.26
701,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,99.3154,202604,23,57000,-,9,개인,개인,2001,태장로82번길 32,-,직거래,-,-
702,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,59.99,202604,23,38000,-,20,개인,개인,1997,영통로290번길 26,-,중개거래,경기 수원시 영통구,-
703,경기도 수원시 영통구 망포동,690,690,0,동수원자이2차,145.2494,202604,23,66000,-,19,개인,개인,2002,태장로71번길 19,-,중개거래,경기 수원시 영통구,-
704,경기도 수원시 영통구 망포동,488,488,0,늘푸른벽산,59.884,202604,23,42000,-,5,개인,개인,2000,영통로90번길 4-27,-,중개거래,경기 수원시 영통구,-
705,경기도 수원시 영통구 영통동,988-2,988,2,살구골마을진덕서광성지동아,101.25,202604,23,82500,-,12,개인,개인,1998,봉영로 1526,-,중개거래,경기 수원시 영통구,-
706,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.8,202604,23,40500,-,5,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,-
707,경기도 수원시 영통구 원천동,35,35,0,주공,41.3,202604,23,35000,-,14,개인,개인,1987,중부대로271번길 27-9,-,중개거래,경기 수원시 영통구,-
708,경기도 수원시 영통구 원천동,589,589,0,광교중흥에스클래스,84.9388,202604,23,165000,-,29,개인,개인,2019,광교호수공원로 277,-,중개거래,경기 수원시 영통구,-
709,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,59.6129,202604,23,75000,-,5,개인,개인,2015,대학3로 55,-,중개거래,경기 수원시 영통구,-
710,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,59.5477,202604,23,73500,-,5,개인,개인,2015,대학3로 55,-,중개거래,"경기 수원시 영통구, 서울 동작구",-
711,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202604,23,40500,-,9,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,-
712,경기도 수원시 영통구 영통동,1093,1093,0,영통3풍림아이원,84.877,202604,23,50000,-,21,개인,개인,2002,봉영로1482번길 18,-,중개거래,경기 수원시 영통구,-
713,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,59.95,202604,23,36500,-,3,개인,개인,1998,봉영로1770번길 21,-,중개거래,경기 수원시 영통구,-
714,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,59.99,202604,23,41700,-,8,개인,개인,1997,영통로290번길 26,-,중개거래,경기 수원시 영통구,-
715,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202604,23,52000,-,11,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,-
716,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202604,23,45900,-,1,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
717,경기도 수원시 영통구 영통동,967-2,967,2,신나무실풍림,75.69,202604,22,70000,-,13,개인,개인,2000,봉영로1517번길 30,-,중개거래,경기 수원시 영통구,-
718,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,84.79,202604,22,60000,-,15,개인,개인,1999,중부대로448번길 28,-,중개거래,경기 수원시 영통구,-
719,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202604,22,48000,-,18,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
720,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,59.99,202604,22,45500,-,9,개인,개인,1997,영통로290번길 26,-,중개거래,경기 수원시 영통구,-
721,경기도 수원시 영통구 망포동,700,700,0,망포쌍용에듀파크,59.9067,202604,22,40500,-,12,개인,개인,2004,태장로7번길 38,-,중개거래,경기 수원시 영통구,-
722,경기도 수원시 영통구 망포동,707,707,0,방죽마을영통뜨란채,84.68,202604,22,53000,-,13,개인,개인,2005,영통로200번길 156,-,중개거래,"경기 수원시 영통구, 경기 용인시 기흥구",-
723,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,59.83,202604,22,90700,-,5,개인,개인,2019,덕영대로 1410,-,중개거래,경기 수원시 영통구,-
724,경기도 수원시 영통구 망포동,728,728,0,힐스테이트영통,84.8897,202604,22,129700,-,24,개인,개인,2017,덕영대로 1462-14,-,중개거래,경기 수원시 영통구,-
725,경기도 수원시 영통구 매탄동,1209,1209,0,e-편한세상,84.9675,202604,22,78000,-,13,개인,개인,2010,매봉로 20,-,중개거래,경기 수원시 영통구,-
726,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202604,22,58500,-,5,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
727,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,59.99,202604,22,39000,106,15,개인,개인,1999,매영로 132,-,중개거래,"경기 수원시 영통구, 대구 달서구",26.05.06
728,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.818,202604,22,70000,-,7,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
729,경기도 수원시 영통구 매탄동,1209,1209,0,e-편한세상,84.8286,202604,22,77000,-,25,개인,개인,2010,매봉로 20,-,중개거래,경기 수원시 영통구,-
730,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,49.26,202604,22,46000,-,11,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,-
731,경기도 수원시 영통구 이의동,1211,1211,0,광교한양수자인,84.1638,202604,22,94500,-,10,개인,개인,2011,웰빙타운로 19,-,중개거래,경기 수원시 영통구,-
732,경기도 수원시 영통구 이의동,1331,1331,0,광교푸르지오월드마크,106.471,202604,22,143000,-,29,개인,개인,2015,센트럴타운로 107,-,중개거래,경기 수원시 영통구,-
733,경기도 수원시 영통구 이의동,1331,1331,0,광교푸르지오월드마크,106.471,202604,22,144000,-,20,개인,개인,2015,센트럴타운로 107,-,중개거래,경기 수원시 영통구,-
734,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,59.99,202604,22,41000,211,15,개인,개인,1998,봉영로1770번길 21,-,중개거래,경기 수원시 영통구,26.05.04
